Role Name,Date,Candidate Name + GH URL,Candidate Number,High Potential?,Location,Tech/Non-Tech/Quota Carrying,Geo Factor,Comp Type,Current Level,$ Base Comp,Final Pay Band,TRM Level,TRM Cash,Compensation Difference,TRM Level Cash
"Senior or Staff Software Engineer, Blockchain Infrastructure | Core Data Ingestion",2025-03-10,Candidate 136,136,Yes,United States,Tech,1.0,Expected,L3 (Mid),180000,Product - Engineering - Software Engineering - IC,L3,190000.0,10000.0,190000.0
"Senior or Staff Software Engineer, Blockchain Infrastructure | Core Data Ingestion",2025-03-10,Candidate 137,137,Yes,Spain,Tech,0.75,Expected,L4 (Senior),200000,Product - Engineering - Software Engineering - IC,L4,165916.5,-34083.5,165916.5
"Senior or Staff Software Engineer, Blockchain Infrastructure | Core Data Ingestion",2025-03-13,Candidate 138,138,No,France,Tech,0.835,Expected,L4 (Senior),165000,Product - Engineering - Software Engineering - IC,L4,184720.37,19720.369999999995,184720.37
Forward Deployed Engineer - US National Security,2025-03-13,Candidate 139,139,No,United States,Tech,1.0,Expected,L4 (Senior),265000,Product - Engineering - Forward Deployed Engineering - IC,L4,265466.0,465.9199999999837,265466.0
AI Manager,2025-03-14,Candidate 140,140,Yes,United States,Tech,1.0,Expected,M4 (Manager),320000,Product - Engineering - Machine Learning Engineering - Mgmt,M4,290450.0,-29550.0,
Lead Solutions Architect,2025-03-14,Candidate 141,141,No,United States,Non-tech,1.0,Current Comp,M3 (Team Lead),195000,GTM - Solutions Engineering - Solutions Engineering - IC,L5,129525.0,-65475.0,202538.0
Revops Order Management Specialist,2025-03-17,Candidate 142,142,Yes,United States,Non-tech,1.0,Current Comp,L5 (Staff),220000,GTM - Solutions Engineering - Solutions Engineering - IC,L5,202538.0,-17462.0,202538.0
Forward Deployed Engineer - US National Security,2025-03-17,Candidate 143,143,No,United States,Tech,1.0,Expected,L3 (Mid),160000,Product - Engineering - Forward Deployed Engineering - IC,L4,229984.0,69984.32,265466.0
Forward Deployed Engineer - US National Security,2025-03-17,Candidate 144,144,No,United States,Tech,1.0,Current Comp,L4 (Senior),200000,Product - Engineering - Forward Deployed Engineering - IC,L4,265466.0,65465.919999999984,265466.0
AI Manager,2025-03-18,Candidate 145,145,Yes,United States,Tech,1.0,Expected,M4 (Manager),DNS,Product - Engineering - Machine Learning Engineering - Mgmt,M4,290450.0,,
Enterprise IT Security Team Lead,2025-03-18,Candidate 146,146,Yes,United States,Tech,1.0,Current Comp,M5 (Director),350000,Product - Security - Security Engineering - Mgmt,L4,294600.0,-55400.0,
Forward Deployed Engineer - US National Security,2025-03-18,Candidate 147,147,Yes,United States,Tech,1.0,Expected,L3 (Mid),200000,Product - Engineering - Forward Deployed Engineering - IC,L4,229984.0,29984.320000000007,265466.0
Forward Deployed Engineer - US National Security,2025-03-19,Candidate 148,148,Yes,United States,Tech,1.0,Current Comp,L4 (Senior),220000,Product - Engineering - Forward Deployed Engineering - IC,L4,265466.0,45465.919999999984,265466.0
"Software Engineer, Infrastructure",2025-03-20,Candidate 149,149,Yes,United States,Tech,1.0,Expected,L4 (Senior),220000,Product - Engineering - Software Engineering - IC,L4,221222.0,1222.0,221222.0
Head of Strategic Finance,2025-03-25,Candidate 151,151,Yes,United States,Non-tech,1.0,Current Comp,M4 (Manager),260000,Operations - Finance - FP&A - Mgmt,M4,225000.0,-35000.0,225000.0
Head of Strategic Finance,2025-03-25,Candidate 152,152,Yes,United States,Non-tech,1.0,Current Comp,M4 (Manager),250000,Operations - Finance - FP&A - Mgmt,M4,225000.0,-25000.0,225000.0
Head of Strategic Finance,2025-03-25,Candidate 153,153,Yes,United States,Non-tech,1.0,Current Comp,M4 (Manager),260000,Operations - Finance - FP&A - Mgmt,M4,225000.0,-35000.0,225000.0
AI Engineer,2025-03-27,Candidate 154,154,No,United States,Tech,1.0,TRM Pay Band,L3 (Mid),180000,Product - Engineering - Machine Learning Engineering - IC,L4,209001.0,29000.70000000001,231951.0
AI Engineer,2025-03-26,Candidate 155,155,Yes,United States,Tech,1.0,Expected,L4 (Senior),210000,Product - Engineering - Machine Learning Engineering - IC,L4,231951.0,21950.70000000001,231951.0
AI Engineer,2025-03-27,Candidate 156,156,No,United States,Tech,1.0,Expected,L4 (Senior),220000,Product - Engineering - Machine Learning Engineering - IC,L4,231951.0,11950.700000000012,231951.0
"Software Engineer, Infrastructure",2025-03-28,Candidate 157,157,Yes,United States,Tech,1.0,Current Comp,L4 (Senior),220000,Product - Engineering - Software Engineering - IC,L4,221222.0,1222.0,221222.0
"Software Engineer, Infrastructure",2025-03-28,Candidate 158,158,No,United States,Tech,1.0,Current Comp,L4 (Senior),DND,Product - Engineering - Software Engineering - IC,L4,221222.0,,221222.0
Head of Strategic Finance,2025-04-03,Candidate 159,159,Yes,United States,Non-tech,1.0,Expected,M4 (Manager),325000,Operations - Finance - FP&A - Mgmt,M4,225000.0,-100000.0,225000.0
Head of Strategic Finance,2025-04-03,Candidate 160,160,Yes,United States,Non-tech,1.0,Expected,M4 (Manager),225000,Operations - Finance - FP&A - Mgmt,M4,225000.0,0.0,225000.0
Senior Compliance Engineer,2025-04-10,Candidate 161,161,Yes,United States,Tech,1.0,Current Comp,L4 (Senior),220000,Product - Security - Security Engineering - IC,L4,234153.0,14153.25,234153.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-03-26,Candidate 167,167,No,United States,Tech,1.0,Expected,L4 (Senior),240000,Product - Engineering - Software Engineering - IC,L4,221222.0,-18778.0,221222.0
Senior MLOps Engineer,2025-04-04,Candidate 168,168,Yes,Argentina,Tech,0.503,Expected,L6 (Principal),120000,Product - Engineering - Software Engineering - IC,L5,160960.0,40960.0,133295.0
"Senior Software Engineer, Data Platform (US / US PERM)",2025-04-14,Candidate 170,170,No,United States,Tech,1.0,Expected,L4 (Senior),250000,Product - Engineering - Software Engineering - IC,L4,221222.0,-28778.0,221222.0
Head of Product Engineering,2025-03-24,Candidate 171,171,No,United States,Tech,1.0,Expected,L4 (Senior),200000,Product - Engineering - Software Engineering - Mgmt,M5,330000.0,130000.0,290000.0
"Senior Software Engineer, Data Platform (US / US PERM)",2025-03-25,Candidate 172,172,Yes,United States,Tech,1.0,Expected,L4 (Senior),230000,Product - Engineering - Software Engineering - IC,L4,221222.0,-8778.0,221222.0
Senior or Staff Software Engineer - Graph Analytics,2025-03-26,Candidate 173,173,No,United States,Tech,1.0,Expected,L6 (Principal),230000,Product - Engineering - Software Engineering - IC,L5,320000.0,90000.0,265000.0
"Software Engineer, Data Platform – US",2025-04-09,Candidate 176,176,No,United States,Tech,1.0,Expected,L4 (Senior),220000,Product - Engineering - Software Engineering - IC,L5,221222.0,1222.0,265000.0
"Software Engineer, Full Stack | Product Engineering (United States)",2025-04-04,Candidate 177,177,No,United States,Tech,1.0,Expected,L3 (Mid),160000,Product - Engineering - Software Engineering - IC,,190000.0,30000.0,
"Data Science Manager, Attribution",2025-04-09,Candidate 178,178,Yes,United States,Tech,1.0,Expected,M4 (Manager),300000,Product - Engineering - Machine Learning Engineering - IC,M4,187400.7,-112599.29999999999,
"Software Engineer, Backend | Product Engineering (LATAM)",2025-04-14,Candidate 179,179,No,Brazil,Tech,0.597,Expected,L3 (Mid),85000,Product - Engineering - Software Engineering - IC,,113430.0,28430.0,
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-04-16,Candidate 180,180,No,United States,Tech,1.0,Expected,L5 (Staff),210000,Product - Engineering - Software Engineering - IC,L4,265000.0,55000.0,221222.0
"Software Engineer, Data Platform – US",2024-10-09,Candidate 182,182,No,United States,Tech,1.0,Expected,L3 (Mid),220000,Product - Engineering - Software Engineering - IC,L5,190000.0,-30000.0,265000.0
AI Engineer,2025-03-27,Candidate 183,183,Yes,Canada,Tech,1.0,Expected,L4 (Senior),220000,Product - Engineering - Machine Learning Engineering - IC,L4,231951.0,11950.700000000012,231951.0
Senior or Staff Software Engineer - Graph Analytics,2025-03-16,Candidate 184,184,No,United States,Tech,1.0,Expected,L4 (Senior),240000,Product - Engineering - Software Engineering - IC,L5,221222.0,-18778.0,265000.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-03-05,Candidate 185,185,No,United States,Tech,1.0,Expected,L4 (Senior),225000,Product - Engineering - Software Engineering - IC,L4,221222.0,-3778.0,221222.0
"Data Science Manager, Attribution",2025-04-09,Candidate 186,186,Yes,Poland,Tech,0.686,Expected,M4 (Manager),250000,Product - Engineering - Machine Learning Engineering - IC,L4,128556.88,-121443.12,159118.386
"Staff Software Engineer, Data Platform (US)",2025-04-09,Candidate 188,188,No,United States,Tech,1.0,Expected,L5 (Staff),250000,Product - Engineering - Software Engineering - IC,L5,265000.0,15000.0,265000.0
"Senior Software Engineer, Data Platform (US / US PERM)",2025-04-14,Candidate 191,191,No,United States,Tech,1.0,Expected,L5 (Staff),250000,Product - Engineering - Software Engineering - IC,L4,265000.0,15000.0,221222.0
"Data Science Manager, Attribution",2025-04-15,Candidate 192,192,No,United States,Tech,1.0,Expected,M4 (Manager),280000,Product - Engineering - Machine Learning Engineering - IC,M4,187400.7,-92599.29999999999,
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-04-16,Candidate 193,193,No,United States,Tech,1.0,Current Comp,L6 (Principal),200000,Product - Engineering - Software Engineering - IC,L4,320000.0,120000.0,221222.0
"Data Science Manager, Attribution",2025-04-15,Candidate 194,194,No,United States,Tech,1.0,Expected,L4 (Senior),175000,Product - Engineering - Machine Learning Engineering - IC,M4,231951.0,56950.70000000001,
"Senior Software Engineer, Data Platform (US / US PERM)",2025-04-15,Candidate 195,195,No,United States,Tech,1.0,Expected,L6 (Principal),200000,Product - Engineering - Software Engineering - IC,L4,320000.0,120000.0,221222.0
Senior or Staff Software Engineer - Graph Analytics,2025-04-09,Candidate 196,196,No,United States,Tech,1.0,Expected,L4 (Senior),240000,Product - Engineering - Software Engineering - IC,L5,221222.0,-18778.0,265000.0
"Senior Software Engineer, Data Platform (US / US PERM)",2025-04-03,Candidate 197,197,No,United States,Tech,1.0,Expected,L4 (Senior),200000,Product - Engineering - Software Engineering - IC,L4,221222.0,21222.0,221222.0
"Senior Software Engineer, Data Platform (US / US PERM)",2025-04-08,Candidate 198,198,No,United States,Tech,1.0,Expected,L4 (Senior),220000,Product - Engineering - Software Engineering - IC,L4,221222.0,1222.0,221222.0
"Software Engineer, Data Platform – US",2025-04-13,Candidate 199,199,Yes,United States,Tech,1.0,Offer,L4 (Senior),195000,Product - Engineering - Software Engineering - IC,L5,221222.0,26222.0,265000.0
"Data Science Manager, Attribution",2025-04-18,Candidate 200,200,Yes,United States,Tech,1.0,Expected,M5 (Director),300000,Product - Engineering - Machine Learning Engineering - IC,M4,209000.7,-90999.29999999999,
"Data Science Manager, Attribution",2025-04-21,Candidate 201,201,Yes,United States,Tech,1.0,Expected,M3 (Team Lead),290000,Product - Engineering - Machine Learning Engineering - IC,M4,161210.7,-128789.29999999999,
Senior MLOps Engineer,2025-03-20,Candidate 202,202,Yes,Brazil,Tech,0.597,Expected,L4 (Senior),120000,Product - Engineering - Software Engineering - IC,L5,132069.53399999999,12069.529999999999,158205.0
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-04-17,Candidate 203,203,No,United States,Tech,1.0,Expected,L4 (Senior),255000,Product - Engineering - Software Engineering - IC,L4,221222.0,-33778.0,221222.0
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-04-04,Candidate 204,204,No,United States,Tech,1.0,Expected,L4 (Senior),200000,Product - Engineering - Software Engineering - IC,L5,221222.0,21222.0,265000.0
"Software Engineer, Data Platform – US",2025-04-14,Candidate 206,206,Yes,United States,Tech,1.0,Expected,L4 (Senior),190000,Product - Engineering - Software Engineering - IC,L5,221222.0,31222.0,265000.0
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-04-21,Candidate 207,207,No,United States,Tech,1.0,Expected,L3 (Mid),100000,Product - Engineering - Software Engineering - IC,L5,190000.0,90000.0,265000.0
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-04-16,Candidate 212,212,No,United States,Tech,1.0,Expected,L4 (Senior),220000,Product - Engineering - Software Engineering - IC,L4,221222.0,1222.0,221222.0
"Software Engineer, Data Platform – US",2025-03-24,Candidate 213,213,No,United States,Tech,1.0,Expected,L3 (Mid),220000,Product - Engineering - Software Engineering - IC,L5,190000.0,-30000.0,265000.0
"Software Engineer, Backend | Product Engineering (LATAM)",2025-04-14,Candidate 214,214,No,Brazil,Tech,0.597,Expected,L3 (Mid),120000,Product - Engineering - Software Engineering - IC,,113430.0,-6570.0,
"Data Science Manager, Attribution",2025-04-18,Candidate 215,215,No,United States,Tech,1.0,Expected,M4 Veteran (Sr. Manager),315000,Product - Engineering - Machine Learning Engineering - IC,M4,187400.7,-127599.29999999999,
"Software Engineer, Data Platform – US",2025-04-14,Candidate 216,216,No,United States,Tech,1.0,Expected,L3 (Mid),200000,Product - Engineering - Software Engineering - IC,L5,190000.0,-10000.0,265000.0
"Senior Software Engineer, Data Platform (US / US PERM)",2025-04-10,Candidate 217,217,No,United States,Tech,1.0,Expected,L5 (Staff),250000,Product - Engineering - Software Engineering - IC,L4,265000.0,15000.0,221222.0
"Senior Software Engineer, Data Platform (US / US PERM)",2025-04-07,Candidate 218,218,No,United States,Tech,1.0,Expected,L6 (Principal),250000,Product - Engineering - Software Engineering - IC,L4,320000.0,70000.0,221222.0
"Software Engineer, Backend | Product Engineering (LATAM)",2025-03-19,Candidate 220,220,Yes,Brazil,Tech,0.597,Current Comp,L4 (Senior),160000,Product - Engineering - Software Engineering - IC,,132069.53399999999,-27930.47,
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-04-17,Candidate 221,221,No,United States,Tech,1.0,Expected,L4 (Senior),230000,Product - Engineering - Software Engineering - IC,L4,221222.0,-8778.0,221222.0
"Data Science Manager, Attribution",2025-04-18,Candidate 222,222,No,United States,Tech,1.0,Expected,M4 Veteran (Sr. Manager),310000,Product - Engineering - Machine Learning Engineering - IC,M4,187400.7,-122599.29999999999,
Forward Deployed Engineer - US National Security,2025-04-30,Candidate 223,223,No,United States,Tech,1.0,Expected,L4 (Senior),210000,Product - Engineering - Forward Deployed Engineering - IC,L4,265466.0,55465.919999999984,265466.0
AI Engineer,2025-03-19,Candidate 224,224,Yes,Brazil,Tech,0.597,Expected,M4 (Manager),120000,Product - Engineering - Machine Learning Engineering - IC,L4,111878.22,-8121.779999999999,138474.747
Senior or Staff Software Engineer - Graph Analytics,2025-04-04,Candidate 225,225,Yes,Brazil,Tech,0.597,Expected,L4 (Senior),190000,Product - Engineering - Software Engineering - IC,L5,132069.53399999999,-57930.47,158205.0
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-04-22,Candidate 226,226,No,United States,Tech,1.0,Current Comp,L4 (Senior),220000,Product - Engineering - Software Engineering - IC,L4,221222.0,1222.0,221222.0
Head of Product Engineering,2025-04-25,Candidate 228,228,No,United States,Tech,1.0,Expected,M4 (Manager),290000,Product - Engineering - Software Engineering - Mgmt,M5,250000.0,-40000.0,290000.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-04-16,Candidate 230,230,No,United States,Tech,1.0,Expected,L4 (Senior),230000,Product - Engineering - Software Engineering - IC,L4,221222.0,-8778.0,221222.0
Senior or Staff Software Engineer - Graph Analytics,2025-04-30,Candidate 232,232,No,United States,Tech,1.0,Expected,L6 (Principal),250000,Product - Engineering - Software Engineering - IC,L5,320000.0,70000.0,265000.0
Head of Product Engineering,2025-04-29,Candidate 234,234,Yes,United States,Tech,1.0,Expected,M4 (Manager),300000,Product - Engineering - Software Engineering - Mgmt,M5,250000.0,-50000.0,290000.0
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-04-23,Candidate 237,237,No,United States,Tech,1.0,Current Comp,L5 (Staff),270000,Product - Engineering - Software Engineering - IC,L4,265000.0,-5000.0,221222.0
Head of Product Engineering,2025-04-25,Candidate 238,238,Yes,United States,Tech,1.0,Expected,M5 (Director),290000,Product - Engineering - Software Engineering - Mgmt,M5,290000.0,0.0,290000.0
Head of Product Engineering,2025-04-21,Candidate 239,239,Yes,United States,Tech,1.0,Expected,M4 (Manager),250000,Product - Engineering - Software Engineering - Mgmt,M5,250000.0,0.0,290000.0
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-04-29,Candidate 241,241,No,United States,Tech,1.0,Expected,L4 (Senior),190000,Product - Engineering - Software Engineering - IC,L4,221222.0,31222.0,221222.0
"Software Engineer, Data Platform – US",2025-04-15,Candidate 243,243,Yes,United States,Tech,1.0,Expected,L3 (Mid),190000,Product - Engineering - Software Engineering - IC,L5,190000.0,0.0,265000.0
"Senior Software Engineer, Infrastructure",2025-05-05,Candidate 244,244,No,United States,Tech,1.0,Current Comp,L4 (Senior),265000,Product - Engineering - Software Engineering - Mgmt,L4,330000.0,65000.0,
"Software Engineer, Data Platform – US",2025-04-14,Candidate 245,245,No,United States,Tech,1.0,Expected,L3 (Mid),190000,Product - Engineering - Software Engineering - IC,L5,190000.0,0.0,265000.0
"Staff Software Engineer, Data Platform (US)",2025-04-30,Candidate 246,246,No,United States,Tech,1.0,Expected,L4 (Senior),250000,Product - Engineering - Software Engineering - IC,L5,221222.0,-28778.0,265000.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (LATAM)",2025-04-22,Candidate 248,248,No,Brazil,Tech,0.597,Expected,L3 (Mid),80000,Product - Engineering - Software Engineering - IC,L3,113430.0,33430.0,113430.0
Head of Product Engineering,2025-05-06,Candidate 250,250,Yes,United States,Tech,1.0,Expected,M5 (Director),250000,Product - Engineering - Software Engineering - Mgmt,M5,290000.0,40000.0,290000.0
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-05-06,Candidate 252,252,Yes,United States,Tech,1.0,Expected,L4 (Senior),220000,Product - Engineering - Software Engineering - IC,L5,221222.0,1222.0,265000.0
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-05-06,Candidate 254,254,No,United States,Tech,1.0,Expected,L4 (Senior),240000,Product - Engineering - Software Engineering - IC,L4,221222.0,-18778.0,221222.0
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-04-21,Candidate 257,257,No,United States,Tech,1.0,Expected,L4 (Senior),200000,Product - Engineering - Software Engineering - IC,L5,221222.0,21222.0,265000.0
"Senior Software Engineer, Infrastructure",2025-05-07,Candidate 258,258,No,United States,Tech,1.0,Current Comp,L4 (Senior),190000,Product - Engineering - Software Engineering - IC,L4,221222.0,31222.0,221222.0
"Senior Software Engineer, Data Platform (US / US PERM)",2025-05-06,Candidate 259,259,No,United States,Tech,1.0,Expected,L4 (Senior),230000,Product - Engineering - Software Engineering - IC,L4,221222.0,-8778.0,221222.0
Head of Product Engineering,2025-05-06,Candidate 260,260,No,United States,Tech,1.0,Expected,M4 (Manager),290000,Product - Engineering - Software Engineering - Mgmt,M5,250000.0,-40000.0,290000.0
"Staff Software Engineer, Data Platform (US)",2025-04-03,Candidate 262,262,Yes,United States,Tech,1.0,Current Comp,L5 (Staff),270000,Product - Engineering - Software Engineering - IC,L5,265000.0,-5000.0,265000.0
"Data Science Manager, Attribution",2025-04-30,Candidate 263,263,No,United States,Tech,1.0,Expected,M4 Veteran (Sr. Manager),250000,Product - Engineering - Machine Learning Engineering - IC,M4,187400.7,-62599.29999999999,
Forward Deployed Data Engineer (TS/SCI),2025-05-01,Candidate 267,267,No,United States,Tech,1.0,Current Comp,L4 (Senior),241000,Product - Engineering - Forward Deployed Engineering - IC,L5,265466.0,24465.919999999984,312237.0
"Senior Software Engineer, Data Platform (US / US PERM)",2025-05-03,Candidate 268,268,No,United States,Tech,1.0,Expected,L5 (Staff),250000,Product - Engineering - Software Engineering - IC,L4,265000.0,15000.0,221222.0
"Senior Software Engineer, Data Platform (US / US PERM)",2025-05-05,Candidate 269,269,No,United States,Tech,1.0,Expected,L4 (Senior),180000,Product - Engineering - Software Engineering - IC,L4,221222.0,41222.0,221222.0
"Senior Software Engineer, Data Platform (US / US PERM)",2025-05-12,Candidate 270,270,No,United States,Tech,1.0,Expected,L4 (Senior),175000,Product - Engineering - Software Engineering - IC,L4,221222.0,46222.0,221222.0
Head of Product Engineering,2025-04-21,Candidate 271,271,No,United States,Tech,1.0,Expected,M4 (Manager),250000,Product - Engineering - Software Engineering - Mgmt,M5,250000.0,0.0,290000.0
"Senior Software Engineer, Data Platform (US / US PERM)",2025-04-25,Candidate 276,276,No,United States,Tech,1.0,Current Comp,L5 (Staff),210000,Product - Engineering - Software Engineering - IC,L4,265000.0,55000.0,221222.0
Head of Product Engineering,2025-04-16,Candidate 277,277,Yes,United States,Tech,1.0,Expected,M5 (Director),300000,Product - Engineering - Software Engineering - Mgmt,L4,290000.0,-10000.0,
"Senior Software Engineer, Infrastructure",2025-05-13,Candidate 278,278,No,United States,Tech,1.0,Expected,L4 (Senior),250000,Product - Engineering - Software Engineering - IC,L4,221222.0,-28778.0,221222.0
"Account Director, EMEA Private Sector",2025-05-14,Candidate 280,280,No,United Kingdom,Tech,0.961,Current Comp,L3 (Mid),106403,Product - Engineering - Software Engineering - Mgmt,L5,278690.0,172287.0,
"Senior Software Engineer, Data Product (US / US PERM)",2025-04-30,Candidate 281,281,Yes,United States,Tech,1.0,Expected,L5 (Staff),280000,Product - Engineering - Software Engineering - IC,L4,265000.0,-15000.0,221222.0
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-05-05,Candidate 283,283,No,United States,Tech,1.0,Expected,L4 (Senior),220000,Product - Engineering - Software Engineering - IC,L4,221222.0,1222.0,221222.0
"Senior Software Engineer, Data Platform (US / US PERM)",2025-05-13,Candidate 284,284,No,United States,Tech,1.0,Expected,L4 (Senior),200000,Product - Engineering - Software Engineering - IC,L4,221222.0,21222.0,221222.0
"Software Engineer, Full Stack | Product Engineering (United States)",2025-05-06,Candidate 285,285,Yes,United States,Tech,1.0,Expected,L3 (Mid),150000,Product - Engineering - Software Engineering - IC,,190000.0,40000.0,
"Senior Software Engineer, Data Product (US / US PERM)",2025-04-16,Candidate 286,286,No,United States,Tech,1.0,Expected,L4 (Senior),220000,Product - Engineering - Software Engineering - IC,L4,221222.0,1222.0,221222.0
"Data Science Manager, Attribution",2025-04-18,Candidate 288,288,Yes,United States,Tech,1.0,Expected,M4 (Manager),300000,Product - Engineering - Machine Learning Engineering - IC,M4,187400.7,-112599.29999999999,
"Software Engineer, Full Stack | Product Engineering (United States)",2025-05-01,Candidate 289,289,No,United States,Tech,1.0,Expected,L3 (Mid),180000,Product - Engineering - Software Engineering - IC,,190000.0,10000.0,
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-05-07,Candidate 290,290,Yes,United States,Tech,1.0,Expected,L4 (Senior),190000,Product - Engineering - Software Engineering - IC,L4,221222.0,31222.0,221222.0
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-05-14,Candidate 292,292,Yes,United States,Tech,1.0,Expected,L4 (Senior),200000,Product - Engineering - Software Engineering - IC,L5,221222.0,21222.0,265000.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-04-30,Candidate 294,294,No,United States,Tech,1.0,Expected,L4 (Senior),200000,Product - Engineering - Software Engineering - IC,L4,221222.0,21222.0,221222.0
"Senior Software Engineer, Data Platform (US / US PERM)",2025-04-22,Candidate 296,296,Yes,United States,Tech,1.0,Expected,L5 (Staff),205000,Product - Engineering - Software Engineering - IC,L4,265000.0,60000.0,221222.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-04-30,Candidate 297,297,No,Ecuador,Tech,0.406,Expected,L3 (Mid),150000,Product - Engineering - Software Engineering - IC,L4,77140.0,-72860.0,89816.13200000001
"Senior Software Engineer, Data Product (US / US PERM)",2025-05-08,Candidate 298,298,No,United States,Tech,1.0,Expected,L4 (Senior),180000,Product - Engineering - Software Engineering - IC,L4,221222.0,41222.0,221222.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (LATAM)",2025-05-14,Candidate 299,299,Yes,Brazil,Tech,0.597,Expected,L3 (Mid),120000,Product - Engineering - Software Engineering - IC,L3,113430.0,-6570.0,113430.0
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-05-19,Candidate 300,300,No,United States,Tech,1.0,Expected,L5 (Staff),210000,Product - Engineering - Software Engineering - IC,L4,265000.0,55000.0,221222.0
Senior or Staff Software Engineer - Graph Analytics,2025-05-15,Candidate 302,302,No,United States,Tech,1.0,Expected,L4 (Senior),250000,Product - Engineering - Software Engineering - IC,L5,221222.0,-28778.0,265000.0
Senior MLOps Engineer,2025-05-06,Candidate 306,306,No,Brazil,Tech,0.597,Current Comp,L3 (Mid),50000,Product - Engineering - Software Engineering - IC,L4,113430.0,63430.0,132069.53399999999
Head of Product Engineering,2025-05-14,Candidate 309,309,Yes,United States,Tech,1.0,Expected,M4 (Manager),290000,Product - Engineering - Software Engineering - Mgmt,M5,250000.0,-40000.0,290000.0
"Staff Software Engineer, Data Product (US / US PERM)",2025-05-21,Candidate 311,311,No,United States,Tech,1.0,Expected,L4 (Senior),200000,Product - Engineering - Software Engineering - IC,L5,221222.0,21222.0,265000.0
"Software Engineer, Full Stack | Product Engineering (United States)",2025-05-01,Candidate 312,312,Yes,United States,Tech,1.0,Expected,L4 (Senior),180000,Product - Engineering - Software Engineering - IC,L4,221222.0,41222.0,221222.0
Forward Deployed Data Engineer (TS/SCI),2025-05-06,Candidate 313,313,No,United States,Tech,1.0,Current Comp,L4 (Senior),220000,Product - Engineering - Forward Deployed Engineering - IC,L5,265466.0,45465.919999999984,312237.0
Forward Deployed Data Engineer (TS/SCI),2025-05-13,Candidate 316,316,No,Brazil,Tech,0.597,Expected,L4 (Senior),210000,Product - Engineering - Forward Deployed Engineering - IC,L5,158483.202,-51516.850000000006,186405.489
People Analytics Specialist,2025-05-21,Candidate 317,317,No,Brazil,Tech,0.597,Expected,L2,0,Product - Engineering - Software Engineering - Mgmt,L3,149250.0,149250.0,
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-05-19,Candidate 318,318,Yes,United States,Tech,1.0,Expected,L4 (Senior),220000,Product - Engineering - Software Engineering - IC,L4,221222.0,1222.0,221222.0
"Software Engineer, Full Stack | Product Engineering (United States)",2025-05-22,Candidate 319,319,No,United States,Tech,1.0,Current Comp,L4 (Senior),160000,Product - Engineering - Software Engineering - IC,,221222.0,61222.0,
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-05-13,Candidate 320,320,Yes,United States,Tech,1.0,Expected,L4 (Senior),240000,Product - Engineering - Software Engineering - IC,L4,221222.0,-18778.0,221222.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-04-30,Candidate 324,324,Yes,United States,Tech,1.0,Expected,L4 (Senior),200000,Product - Engineering - Software Engineering - IC,L4,221222.0,21222.0,221222.0
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-05-22,Candidate 328,328,No,United States,Tech,1.0,Expected,L4 (Senior),230000,Product - Engineering - Software Engineering - IC,L4,221222.0,-8778.0,221222.0
Senior MLOps Engineer,2025-05-15,Candidate 329,329,Yes,United States,Tech,1.0,Expected,L4 (Senior),22000,Product - Engineering - Software Engineering - IC,L5,221222.0,199222.0,265000.0
"Senior Software Engineer, Full Stack | Product Engineering (LATAM)",2025-05-23,Candidate 330,330,No,Brazil,Tech,0.597,Current Comp,L4 (Senior),140000,Product - Engineering - Software Engineering - IC,L4,132069.53399999999,-7930.470000000001,132069.53399999999
"Software Engineer, Full Stack | Product Engineering (United States)",2025-05-13,Candidate 331,331,Yes,United States,Tech,1.0,Expected,L4 (Senior),180000,Product - Engineering - Software Engineering - IC,,221222.0,41222.0,
"Senior Software Engineer, Infrastructure",2025-05-12,Candidate 332,332,No,United States,Tech,1.0,Current Comp,L6 (Principal),260000,Product - Engineering - Software Engineering - IC,L4,320000.0,60000.0,221222.0
